,mean_net,mean_net_to_nefesh,oni_threshold_net_to_nefesh,oni_hb_net_to_nefesh,oni_nefashot_net_to_nefesh,oni_threshold_bruto_to_nefesh,oni_hb_bruto_to_nefesh,oni_nefashot_bruto_to_nefesh,oni_threshold_total_bruto_to_nefesh,oni_hb_total_bruto_to_nefesh,oni_nefashot_total_bruto_to_nefesh,oni_threshold_total_net_to_nefesh,oni_hb_total_net_to_nefesh,oni_nefashot_total_net_to_nefesh
2014,10657.00285476302,2572.726769535635,1204.642857142857,0.12258761953243939,0.13659687086405037,1286.75,0.13093491190753273,0.14737833720413554,1692.9473684210527,0.11860567789152549,0.12782603442529686,1582.8846153846152,0.10746841668460447,0.11490115640287407
2015,11355.01441904196,2765.557136118293,1383.6470588235295,0.13998237665760346,0.18273028857234747,1470.5333333333333,0.14070558583463635,0.18448928465414055,1863.3962264150944,0.1215740138058732,0.15659287517877826,1764.5263157894738,0.11412669489932183,0.1428223651749804
2016,12189.108049741148,2852.9169832960392,1415.78125,0.11088368921414231,0.14347781663141085,1527.34375,0.12350921138296825,0.16121984271339057,1888.125,0.1047903451707205,0.12826240157973753,1774.0,0.09855904225668347,0.11883029387447383
2017,13252.656333726009,3123.965505298182,1539.8823529411766,0.13048824027005537,0.15632207243250595,1630.9411764705883,0.13067603351380044,0.15791416652389803,2088.705882352941,0.12379289940572145,0.15423536597595663,1997.0666666666666,0.11933581813250922,0.14707932166884147
2018,13220.652121904104,3305.1232403709027,1610.5882352941176,0.10723261457141373,0.1456901106610276,1743.157894736842,0.12592595935494913,0.16825372973112582,2141.8823529411766,0.10083058584838521,0.13470511877765312,2009.75,0.0878557974398646,0.11578144554347033
